Price,Area,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,BED,VaastuCompliant,Microwave,GolfCourse,TV,DiningTable,Sofa,Wardrobe,Refrigerator,price_inr,total_sqft_clean,bhk,price_per_sqft,locality_standard,bhk_category,size_bucket,quality_flag,city,age_bucket,amenity_score,amenity_count_total
9900000,2240,Tellapur,3,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9900000,2240,3,4419.642857142857,Tellapur,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,10,35
3900000,1050,Puppalaguda,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900000,1050,3,3714.285714285714,Puppalaguda,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,0,35
7800000,1735,Puppalaguda,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7800000,1735,3,4495.677233429395,Puppalaguda,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,4,35
19600000,2800,Narsingi,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19600000,2800,3,7000.0,Narsingi,3 BHK,2500+ sqft,Valid,Hyderabad,Not available in source data,5,35
6050000,1050,Begumpet,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6050000,1050,2,5761.9047619047615,Begumpet,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,2,35
6150000,1230,Kukatpally,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6150000,1230,2,5000.0,Kukatpally,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,7,35
5000000,1175,Nizampet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,1175,2,4255.31914893617,Nizampet,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,0,35
4760000,1190,Nizampet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4760000,1190,2,4000.0,Nizampet,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,0,35
30000000,2956,Banjara Hills,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,2956,4,10148.849797023004,Banjara Hills,4 BHK,2500+ sqft,Valid,Hyderabad,Not available in source data,0,35
2500000,680,AS Rao Nagar,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,680,2,3676.470588235294,AS Rao Nagar,2 BHK,500-1000 sqft,Valid,Hyderabad,Not available in source data,0,35
5900000,1350,Pragathi Nagar Kukatpally,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5900000,1350,2,4370.37037037037,Pragathi Nagar Kukatpally,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,3,35
9700000,1970,Miyapur,3,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,9700000,1970,3,4923.8578680203045,Miyapur,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,17,35
4641000,1105,Mallampet,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4641000,1105,2,4200.0,Mallampet,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,5,35
16000000,2005,Nanakramguda,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000000,2005,3,7980.049875311721,Nanakramguda,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,0,35
4641000,1105,Mallampet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4641000,1105,2,4200.0,Mallampet,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,3,35
7500000,1406,Attapur,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500000,1406,3,5334.281650071124,Attapur,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,0,35
6140000,1545,Alwal,3,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6140000,1545,3,3974.1100323624596,Alwal,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,8,35
10500000,1495,Nanakramguda,3,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,10500000,1495,3,7023.411371237458,Nanakramguda,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,15,35
7200000,1300,West Marredpally,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200000,1300,3,5538.461538461538,West Marredpally,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,0,35
4600000,1200,Nizampet,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4600000,1200,2,3833.3333333333335,Nizampet,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,8,35
10400000,1450,Hitech City,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10400000,1450,3,7172.413793103448,Hitech City,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,1,35
9500000,1450,Banjara Hills,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500000,1450,3,6551.724137931034,Banjara Hills,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,1,35
9942000,1912,Narsingi,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9942000,1912,3,5199.79079497908,Narsingi,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,9,35
9250000,1850,Manikonda,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9250000,1850,3,5000.0,Manikonda,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,2,35
4500000,1300,Puppalaguda,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4500000,1300,3,3461.5384615384614,Puppalaguda,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,2,35
9600000,1674,Kompally,3,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,9600000,1674,3,5734.767025089605,Kompally,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,10,35
8600000,1242,Sri Nagar Colony,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8600000,1242,3,6924.315619967794,Sri Nagar Colony,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,0,35
2700000,850,Hakimpet,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700000,850,2,3176.470588235294,Hakimpet,2 BHK,500-1000 sqft,Valid,Hyderabad,Not available in source data,0,35
6600000,1895,Pocharam,3,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,6600000,1895,3,3482.8496042216357,Pocharam,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,23,35
8589000,1636,Nagole,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8589000,1636,3,5250.0,Nagole,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,7,35
5500000,1076,LB Nagar,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,1076,2,5111.5241635687735,LB Nagar,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,0,35
3200000,1080,Meerpet,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3200000,1080,2,2962.962962962963,Meerpet,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,1,35
20500000,2100,Kachiguda,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20500000,2100,3,9761.904761904761,Kachiguda,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,3,35
6300000,1265,Manikonda,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300000,1265,2,4980.237154150198,Manikonda,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,0,35
6400000,1300,Masab Tank,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6400000,1300,3,4923.076923076923,Masab Tank,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,2,35
4988000,1089,Miyapur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4988000,1089,2,4580.348943985307,Miyapur,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,2,35
10500000,1400,Kondapur,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10500000,1400,2,7500.0,Kondapur,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,8,35
4300000,850,Saroornagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300000,850,2,5058.823529411765,Saroornagar,2 BHK,500-1000 sqft,Valid,Hyderabad,Not available in source data,0,35
3900000,1100,Nizampet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900000,1100,2,3545.4545454545455,Nizampet,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,0,35
5500000,1700,Uppal Kalan,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5500000,1700,3,3235.294117647059,Uppal Kalan,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,4,35
10300000,2150,Tellapur,3,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,10300000,2150,3,4790.697674418605,Tellapur,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,19,35
6600000,1195,Mallapur,2,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6600000,1195,2,5523.012552301255,Mallapur,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,9,35
6500000,1105,Miyapur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500000,1105,2,5882.35294117647,Miyapur,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,0,35
5784000,1205,Manikonda,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,5784000,1205,2,4800.0,Manikonda,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,8,35
5500000,1250,Rajendra Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5500000,1250,3,4400.0,Rajendra Nagar,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,1,35
6700000,1340,Puppalaguda,2,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,6700000,1340,2,5000.0,Puppalaguda,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,13,35
3000000,950,Beeramguda,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,950,2,3157.8947368421054,Beeramguda,2 BHK,500-1000 sqft,Valid,Hyderabad,Not available in source data,0,35
4700000,1100,Moosapet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4700000,1100,2,4272.727272727273,Moosapet,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,2,35
15000000,1908,Kondapur,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,1908,3,7861.635220125786,Kondapur,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,0,35
7872000,1675,Bachupally,3,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7872000,1675,3,4699.701492537313,Bachupally,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,14,35
7500000,1420,Toli Chowki,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500000,1420,3,5281.69014084507,Toli Chowki,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,0,35
3200000,910,Nanakramguda,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,3200000,910,2,3516.4835164835163,Nanakramguda,2 BHK,500-1000 sqft,Valid,Hyderabad,Not available in source data,13,35
5600000,1325,Lakdikapul,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5600000,1325,3,4226.415094339623,Lakdikapul,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,2,35
11000000,1717,Tarnaka,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,1717,3,6406.523005241701,Tarnaka,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,0,35
12000000,2400,West Marredpally,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,2400,3,5000.0,West Marredpally,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,0,35
6900000,1150,Kondapur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6900000,1150,2,6000.0,Kondapur,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,2,35
3900000,1000,Toli Chowki,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900000,1000,3,3900.0,Toli Chowki,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,0,35
3999000,1200,Kistareddypet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3999000,1200,2,3332.5,Kistareddypet,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,2,35
4460000,1040,Pragathi Nagar Kukatpally,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4460000,1040,2,4288.461538461538,Pragathi Nagar Kukatpally,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,4,35
7298999,1181,Hafeezpet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7298999,1181,2,6180.354784081287,Hafeezpet,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,1,35
10500000,2100,Kompally,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10500000,2100,3,5000.0,Kompally,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,2,35
12000000,1550,Shaikpet,3,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12000000,1550,3,7741.935483870968,Shaikpet,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,14,35
7700000,1280,Amberpet,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7700000,1280,3,6015.625,Amberpet,3 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,1,35
12400000,1945,Kokapet,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12400000,1945,3,6375.321336760925,Kokapet,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,0,35
28200000,3500,Hitech City,4,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,28200000,3500,4,8057.142857142857,Hitech City,4 BHK,2500+ sqft,Valid,Hyderabad,Not available in source data,20,35
3700000,1000,Nagole,2,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3700000,1000,2,3700.0,Nagole,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,12,35
8000000,1200,Miyapur,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8000000,1200,2,6666.666666666667,Miyapur,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,3,35
17700000,2729,Gachibowli,4,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17700000,2729,4,6485.892268230121,Gachibowli,4 BHK,2500+ sqft,Valid,Hyderabad,Not available in source data,6,35
6998999,1500,AS Rao Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6998999,1500,3,4665.999333333333,AS Rao Nagar,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,3,35
19400000,2165,Banjara Hills,3,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,19400000,2165,3,8960.739030023095,Banjara Hills,3 BHK,1500-2500 sqft,Valid,Hyderabad,Not available in source data,13,35
3000000,1050,Kapra,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3000000,1050,2,2857.1428571428573,Kapra,2 BHK,1000-1500 sqft,Valid,Hyderabad,Not available in source data,3,35
