Price,Area,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,BED,VaastuCompliant,Microwave,GolfCourse,TV,DiningTable,Sofa,Wardrobe,Refrigerator,price_inr,total_sqft_clean,bhk,price_per_sqft,locality_standard,bhk_category,size_bucket,quality_flag,city,age_bucket,amenity_score,amenity_count_total
3175000,804,Perungalathur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3175000,804,2,3949.0049751243782,Perungalathur,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,2,35
19100000,2474,Iyappanthangal,4,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,19100000,2474,4,7720.291026677445,Iyappanthangal,4 BHK,1500-2500 sqft,Valid,Chennai,Not available in source data,18,35
4065999,701,Manapakkam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4065999,701,2,5800.283880171184,Manapakkam,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,0,35
6500000,1350,Madipakkam,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6500000,1350,2,4814.814814814815,Madipakkam,2 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,2,35
5500000,785,Thiruvanmiyur,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,785,2,7006.369426751592,Thiruvanmiyur,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,0,35
3500000,538,Ramapuram,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3500000,538,1,6505.576208178439,Ramapuram,1 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,14,35
17000000,1361,Saidapet,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17000000,1361,2,12490.815576781779,Saidapet,2 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,8,35
2499000,677,Avadi,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2499000,677,2,3691.2850812407682,Avadi,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,10,35
4165999,868,Pammal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4165999,868,2,4799.53801843318,Pammal,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,0,35
4875000,920,Madipakkam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4875000,920,2,5298.913043478261,Madipakkam,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,1,35
3442000,850,Poonamallee,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442000,850,2,4049.4117647058824,Poonamallee,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,0,35
4165000,850,Pammal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4165000,850,2,4900.0,Pammal,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,0,35
5298000,1019,Pallavaram,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5298000,1019,2,5199.214916584887,Pallavaram,2 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,0,35
5184000,1080,Pammal,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5184000,1080,3,4800.0,Pammal,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,1,35
10000000,1943,Maraimalai Nagar,3,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10000000,1943,3,5146.68039114771,Maraimalai Nagar,3 BHK,1500-2500 sqft,Valid,Chennai,Not available in source data,7,35
6225000,1245,Madambakkam,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6225000,1245,3,5000.0,Madambakkam,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,4,35
5599000,817,Perungudi,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5599000,817,2,6853.1211750306,Perungudi,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,2,35
6100000,1185,Iyappanthangal,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6100000,1185,3,5147.679324894515,Iyappanthangal,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,2,35
2960000,779,Kolapakkam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960000,779,2,3799.7432605905005,Kolapakkam,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,2,35
7200000,1330,Villivakkam,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200000,1330,2,5413.533834586467,Villivakkam,2 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,1,35
35000000,2011,Adyar,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,2011,4,17404.2764793635,Adyar,4 BHK,1500-2500 sqft,Valid,Chennai,Not available in source data,0,35
4998000,1112,Navallur,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4998000,1112,2,4494.604316546763,Navallur,2 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,4,35
3400000,612,Moolacheri,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3400000,612,2,5555.555555555556,Moolacheri,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,13,35
6500000,900,Chromepet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6500000,900,2,7222.222222222223,Chromepet,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,2,35
8675000,1641,Nandambakkam,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8675000,1641,3,5286.4107251675805,Nandambakkam,3 BHK,1500-2500 sqft,Valid,Chennai,Not available in source data,2,35
6259000,963,Anna Nagar,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6259000,963,2,6499.4807892004155,Anna Nagar,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,7,35
3400000,1062,Kelambakkam,3,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3400000,1062,3,3201.5065913371,Kelambakkam,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,20,35
12000000,940,Vadapalani,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12000000,940,2,12765.95744680851,Vadapalani,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,2,35
5999000,1400,Kumananchavadi,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5999000,1400,3,4285.0,Kumananchavadi,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,0,35
10400000,1671,Thoraipakkam OMR,3,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10400000,1671,3,6223.818073010174,Thoraipakkam OMR,3 BHK,1500-2500 sqft,Valid,Chennai,Not available in source data,7,35
8000000,1952,Sholinganallur,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8000000,1952,3,4098.360655737705,Sholinganallur,3 BHK,1500-2500 sqft,Valid,Chennai,Not available in source data,1,35
5003000,944,Sholinganallur,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5003000,944,2,5299.78813559322,Sholinganallur,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,5,35
4192000,975,Porur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4192000,975,1,4299.48717948718,Porur,1 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,2,35
5500000,1060,Periyapanicheri,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,1060,3,5188.679245283019,Periyapanicheri,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,0,35
9110000,1481,Perungudi,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9110000,1481,3,6151.249155975692,Perungudi,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,6,35
3377000,965,Selaiyur,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3377000,965,2,3499.481865284974,Selaiyur,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,1,35
5978000,1128,Manikandan Nagar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5978000,1128,3,5299.645390070922,Manikandan Nagar,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,0,35
6000000,1219,Porur,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,1219,3,4922.0672682526665,Porur,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,0,35
12000000,1300,Kodambakkam,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,1300,2,9230.76923076923,Kodambakkam,2 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,1,35
9086000,1298,Velachery,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9086000,1298,3,7000.0,Velachery,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,0,35
9500000,1900,Sholinganallur,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9500000,1900,3,5000.0,Sholinganallur,3 BHK,1500-2500 sqft,Valid,Chennai,Not available in source data,4,35
5500000,1213,East Tambaram,3,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5500000,1213,3,4534.212695795548,East Tambaram,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,11,35
20000000,1560,Gopalapuram,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,1560,3,12820.51282051282,Gopalapuram,3 BHK,1500-2500 sqft,Valid,Chennai,Not available in source data,0,35
17500000,2325,Navallur,3,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,17500000,2325,3,7526.881720430108,Navallur,3 BHK,1500-2500 sqft,Valid,Chennai,Not available in source data,17,35
6800000,1389,Mevalurkuppam,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6800000,1389,3,4895.608351331894,Mevalurkuppam,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,16,35
6463000,1250,Medavakkam,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6463000,1250,3,5170.4,Medavakkam,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,6,35
6409999,1603,Avadi,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6409999,1603,3,3998.751715533375,Avadi,3 BHK,1500-2500 sqft,Valid,Chennai,Not available in source data,12,35
5000000,1000,Sunnambu Kolathur S Kolathur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,1000,2,5000.0,Sunnambu Kolathur S Kolathur,2 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,0,35
5261000,1238,Perumbakkam,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5261000,1238,3,4249.596122778676,Perumbakkam,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,5,35
3083000,801,Cholambedu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3083000,801,2,3848.9388264669165,Cholambedu,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,0,35
3000000,789,Urapakkam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,789,2,3802.2813688212927,Urapakkam,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,0,35
43000000,2533,Raja Annamalai Puram,3,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43000000,2533,3,16975.917883932096,Raja Annamalai Puram,3 BHK,2500+ sqft,Valid,Chennai,Not available in source data,9,35
4153000,923,Madhavaram,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4153000,923,2,4499.458288190683,Madhavaram,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,2,35
13200000,2000,Perungudi,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200000,2000,3,6600.0,Perungudi,3 BHK,1500-2500 sqft,Valid,Chennai,Not available in source data,0,35
3850000,960,Madipakkam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850000,960,2,4010.4166666666665,Madipakkam,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,2,35
19300000,1170,Besant Nagar,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19300000,1170,2,16495.726495726496,Besant Nagar,2 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,3,35
9000000,1471,Medavakkam,3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9000000,1471,3,6118.286879673691,Medavakkam,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,8,35
6500000,1181,Peerakankaranai,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6500000,1181,3,5503.81033022862,Peerakankaranai,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,2,35
3072000,768,Nanmangalam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3072000,768,2,4000.0,Nanmangalam,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,1,35
4800000,657,Jamalia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4800000,657,2,7305.936073059361,Jamalia,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,1,35
7400000,1187,Iyappanthangal,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7400000,1187,3,6234.203875315922,Iyappanthangal,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,1,35
2500000,700,Avadi,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2500000,700,2,3571.4285714285716,Avadi,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,9,35
4100000,954,Nanmangalam,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100000,954,2,4297.6939203354295,Nanmangalam,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,0,35
3032000,722,Nanmangalam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3032000,722,2,4199.445983379502,Nanmangalam,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,0,35
9746000,1645,Sholinganallur,3,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,9746000,1645,3,5924.620060790274,Sholinganallur,3 BHK,1500-2500 sqft,Valid,Chennai,Not available in source data,13,35
6203000,1443,Perumbakkam,3,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6203000,1443,3,4298.683298683299,Perumbakkam,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,19,35
3500000,894,Guduvancheri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,894,2,3914.9888143176736,Guduvancheri,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,0,35
7936000,1323,Chromepet,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7936000,1323,3,5998.48828420257,Chromepet,3 BHK,1000-1500 sqft,Valid,Chennai,Not available in source data,1,35
4000000,745,Sembakkam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4000000,745,2,5369.127516778523,Sembakkam,2 BHK,500-1000 sqft,Valid,Chennai,Not available in source data,1,35
